,lat,lon,setor
1,-49.31118112,-25.34924651,1
2,-49.31117038,-25.34928561,1
3,-49.31116789,-25.34936398,1
4,-49.31118422,-25.34942796,1
5,-49.3112244,-25.34949646,1
6,-49.31130968,-25.34964378,1
7,-49.31139243,-25.34977536,1
8,-49.31139991,-25.34978842,1
9,-49.31150026,-25.34996374,1
10,-49.31156885,-25.3500962,1
11,-49.31166204,-25.35026461,1
12,-49.31170749,-25.3503473,1
13,-49.31174903,-25.35042609,1
14,-49.31179371,-25.35052248,1
15,-49.3118368,-25.35063257,1
16,-49.31186186,-25.35071887,1
17,-49.31188891,-25.3508305,1
18,-49.31191164,-25.35091669,1
19,-49.31193436,-25.35100327,1
20,-49.31195866,-25.35108751,1
21,-49.31198649,-25.35117255,1
22,-49.31201628,-25.35125131,1
23,-49.3120445,-25.35132383,1
24,-49.31207585,-25.35140181,1
25,-49.31211543,-25.3514845,1
26,-49.31215578,-25.35156836,1
27,-49.3121938,-25.35164398,1
28,-49.31221969,-25.35169456,1
29,-49.31227647,-25.35179093,1
30,-49.31231409,-25.35185516,1
31,-49.31234701,-25.35191199,1
32,-49.31239208,-25.35198332,1
33,-49.31244029,-25.35205974,1
34,-49.31248654,-25.35213262,1
35,-49.31253395,-25.35220238,1
36,-49.31258449,-25.35226782,1
37,-49.3126642,-25.3523682,1
38,-49.31272041,-25.35243959,1
39,-49.31274271,-25.35247087,1
40,-49.312807,-25.35256233,1
41,-49.31286246,-25.35264866,1
42,-49.3129236,-25.35274065,1
43,-49.3129545,-25.35278291,1
44,-49.31303451,-25.35288688,1
45,-49.31310569,-25.35299269,1
46,-49.31314165,-25.35305642,1
47,-49.31318579,-25.35313776,1
48,-49.3132255,-25.35321276,1
49,-49.31325199,-25.35325882,1
50,-49.31329927,-25.35332058,1
51,-49.31333898,-25.35338111,1
52,-49.31336925,-25.35344479,1
53,-49.31339575,-25.35351101,1
54,-49.31344113,-25.35365029,1
55,-49.31348776,-25.35378397,1
56,-49.31353,-25.35389174,1
57,-49.31357287,-25.35399638,1
58,-49.31361446,-25.35410038,1
59,-49.31364031,-25.35420693,1
60,-49.31366112,-25.35430525,1
61,-49.31367498,-25.35440421,1
62,-49.31369327,-25.3545806,1
63,-49.31371473,-25.35469097,1
64,-49.31374943,-25.35479056,1
65,-49.3137923,-25.35487373,1
66,-49.31382445,-25.3549248,1
67,-49.31385092,-25.35497902,1
68,-49.31386226,-25.35504079,1
69,-49.31385597,-25.35510188,1
70,-49.31384211,-25.35515735,1
71,-49.31380241,-25.35526888,1
72,-49.31379295,-25.35531118,1
73,-49.3137961,-25.35538054,1
74,-49.31380305,-25.35543475,1
75,-49.31381125,-25.35548269,1
76,-49.31380179,-25.35554131,1
77,-49.31376838,-25.35559488,1
78,-49.31374319,-25.35561565,1
79,-49.31367949,-25.35565601,1
80,-49.31359369,-25.35572098,1
81,-49.31349726,-25.35580858,1
82,-49.31341528,-25.35589813,1
83,-49.31335601,-25.35597946,1
84,-49.31329235,-25.35607463,1
85,-49.31324381,-25.35615029,1
86,-49.31321543,-25.35620642,1
87,-49.31320219,-25.35626133,1
88,-49.31319968,-25.35631493,1
89,-49.31320347,-25.35636412,1
90,-49.3132224,-25.35642919,1
91,-49.31326401,-25.35657795,1
92,-49.31331133,-25.35674505,1
93,-49.31335608,-25.35691392,1
94,-49.31339833,-25.35706079,1
95,-49.31343806,-25.35720201,1
96,-49.31347777,-25.35735333,1
97,-49.31352503,-25.35753916,1
98,-49.31354524,-25.35760421,1
99,-49.31358749,-25.35772778,1
100,-49.31363791,-25.35787454,1
101,-49.31366003,-25.35792009,1
102,-49.31375139,-25.35811408,1
103,-49.31377912,-25.35818214,1
104,-49.31378543,-25.3582288,1
105,-49.31376341,-25.35827628,1
106,-49.31361161,-25.3583706,1
107,-49.31338979,-25.35850258,1
108,-49.31320045,-25.35861294,1
109,-49.31301274,-25.35869467,1
110,-49.31285381,-25.35874409,1
111,-49.31262029,-25.35880693,1
112,-49.31244508,-25.35883118,1
113,-49.31234273,-25.35885797,1
114,-49.31232468,-25.35885817,1
115,-49.31230291,-25.35888279,1
116,-49.31218534,-25.35894299,1
117,-49.31217212,-25.35897013,1
118,-49.31213946,-25.35896939,1
119,-49.31203157,-25.35902108,1
120,-49.31176249,-25.35915704,1
121,-49.31156637,-25.35926197,1
122,-49.31143451,-25.35932674,1
123,-49.31137829,-25.35936344,1
124,-49.31132038,-25.35941618,1
125,-49.31128076,-25.35947018,1
126,-49.31123259,-25.35955619,1
127,-49.31116547,-25.3596394,1
128,-49.31097874,-25.35981761,1
129,-49.31089193,-25.3598992,1
130,-49.31080186,-25.35998796,1
131,-49.31072028,-25.36007347,1
132,-49.31063989,-25.36016951,1
133,-49.31053109,-25.36033981,1
134,-49.31043459,-25.3604842,1
135,-49.31036852,-25.36058006,1
136,-49.31026687,-25.3607069,1
137,-49.31020339,-25.36076646,1
138,-49.31010237,-25.36082021,1
139,-49.31000071,-25.36086232,1
140,-49.30986535,-25.36090056,1
141,-49.30977206,-25.36092454,1
142,-49.30967418,-25.36096538,1
143,-49.30957503,-25.36101784,1
144,-49.30946552,-25.36108327,1
145,-49.30936385,-25.36116228,1
146,-49.30926609,-25.36124837,1
147,-49.30923108,-25.36129895,1
148,-49.30914743,-25.36142741,1
149,-49.30904382,-25.36162424,1
150,-49.30896222,-25.3617622,1
151,-49.30885213,-25.36197717,1
152,-49.30880292,-25.36207886,1
153,-49.30876147,-25.36221164,1
154,-49.3087563,-25.36228086,1
155,-49.30877123,-25.36231489,1
156,-49.3087534,-25.36234603,1
157,-49.30882573,-25.36255043,1
158,-49.30890962,-25.3627812,1
159,-49.30894537,-25.36292408,1
160,-49.30894374,-25.36303286,1
161,-49.30893046,-25.36313399,1
162,-49.30888647,-25.36326098,1
163,-49.30885159,-25.36333324,1
164,-49.30876854,-25.36345694,1
165,-49.30868967,-25.36355326,1
166,-49.30866136,-25.36360746,1
167,-49.30862235,-25.36369892,1
168,-49.30861236,-25.36389153,1
169,-49.30858163,-25.3640352,1
170,-49.30854353,-25.3641833,1
171,-49.30853675,-25.36420967,1
172,-49.30848329,-25.36437289,1
173,-49.30842985,-25.36451978,1
174,-49.30836758,-25.36464955,1
175,-49.30832089,-25.36473773,1
176,-49.30825855,-25.36480009,1
177,-49.30814649,-25.36486908,1
178,-49.30805618,-25.36493502,1
179,-49.30799552,-25.36499356,1
180,-49.30794202,-25.36507808,1
181,-49.30775805,-25.36538031,1
182,-49.30770296,-25.36546705,1
183,-49.30763321,-25.36552629,1
184,-49.30755,-25.3655761,1
185,-49.3074733,-25.36560477,1
186,-49.30738061,-25.36561004,1
187,-49.30727367,-25.3656065,1
188,-49.30705047,-25.36559769,1
189,-49.3069695,-25.36559477,1
190,-49.30689749,-25.36560823,1
191,-49.3068201,-25.36564062,1
192,-49.30641698,-25.36584342,1
193,-49.30620148,-25.36594763,1
194,-49.30612215,-25.36600432,1
195,-49.30594348,-25.36618547,1
196,-49.3059201,-25.36622223,1
197,-49.30591093,-25.36627486,1
198,-49.30591762,-25.36633169,1
199,-49.30592175,-25.36633921,1
200,-49.30594524,-25.36638195,1
201,-49.30599132,-25.36643656,1
202,-49.30605797,-25.36651554,1
203,-49.30614734,-25.36661912,1
204,-49.30622249,-25.36672185,1
205,-49.30627259,-25.36681955,1
206,-49.30628535,-25.36686132,1
207,-49.30630599,-25.3669289,1
208,-49.30630932,-25.36702492,1
209,-49.30629262,-25.36711597,1
210,-49.3062651,-25.36719014,1
211,-49.30621996,-25.36726623,1
212,-49.3061322,-25.3673749,1
213,-49.30594429,-25.36752949,1
214,-49.30584336,-25.36761868,1
215,-49.30568863,-25.36772833,1
216,-49.30541724,-25.36792965,1
217,-49.30512331,-25.36813415,1
218,-49.30507687,-25.36817822,1
219,-49.30503899,-25.36812413,1
220,-49.30487146,-25.36794384,1
221,-49.30476962,-25.36783052,1
222,-49.30476234,-25.36782242,1
223,-49.30466317,-25.36771001,1
224,-49.30457809,-25.36762729,1
225,-49.30440249,-25.36746263,1
226,-49.30430303,-25.36737324,1
227,-49.30418795,-25.36727736,1
228,-49.30414216,-25.36722863,1
229,-49.30409224,-25.36717402,1
230,-49.30403467,-25.36710115,1
231,-49.30396871,-25.36699612,1
232,-49.30390771,-25.36689648,1
233,-49.30385371,-25.36682512,1
234,-49.30379768,-25.36676678,1
235,-49.30370497,-25.36669609,1
236,-49.30361598,-25.36664144,1
237,-49.3034857,-25.36659547,1
238,-49.30340989,-25.36657904,1
239,-49.30329635,-25.3665762,1
240,-49.30318948,-25.36658665,1
241,-49.30307832,-25.36661943,1
242,-49.3029752,-25.36666501,1
243,-49.30291009,-25.36670592,1
244,-49.3027624,-25.36679856,1
245,-49.30254819,-25.36693252,1
246,-49.30236438,-25.36705027,1
247,-49.3021982,-25.36715755,1
248,-49.30204428,-25.36725631,1
249,-49.30187802,-25.36736699,1
250,-49.30174649,-25.36745346,1
251,-49.30160644,-25.36755456,1
252,-49.30150287,-25.3676197,1
253,-49.30143029,-25.36765051,1
254,-49.30133508,-25.36767332,1
255,-49.30122977,-25.36767948,1
256,-49.30112763,-25.36765956,1
257,-49.30106392,-25.36763014,1
258,-49.30096135,-25.36757934,1
259,-49.30087065,-25.36753995,1
260,-49.30074432,-25.36750102,1
261,-49.30061282,-25.36747398,1
262,-49.30055908,-25.36747444,1
263,-49.30047786,-25.36747302,1
264,-49.30039192,-25.36747588,1
265,-49.30029934,-25.36748346,1
266,-49.30015494,-25.36750529,1
267,-49.29996123,-25.36753854,1
268,-49.29989191,-25.36754613,1
269,-49.29977276,-25.36754137,1
270,-49.29965307,-25.36751526,1
271,-49.29954288,-25.3674882,1
272,-49.29945491,-25.36747154,1
273,-49.29928818,-25.36744964,1
274,-49.2991338,-25.36744436,1
275,-49.29897474,-25.36744623,1
276,-49.29886074,-25.36742675,1
277,-49.29875817,-25.36739208,1
278,-49.29869829,-25.36735122,1
279,-49.29855838,-25.36720542,1
280,-49.29846287,-25.36710247,1
281,-49.29836852,-25.36700388,1
282,-49.29828807,-25.36694867,1
283,-49.2981942,-25.3669224,1
284,-49.29805579,-25.36691059,1
285,-49.29782948,-25.36688912,1
286,-49.29767988,-25.36687195,1
287,-49.29756451,-25.36686122,1
288,-49.29740189,-25.36685581,1
289,-49.2972008,-25.36685204,1
290,-49.29703937,-25.36685094,1
291,-49.29684529,-25.36684448,1
292,-49.29667691,-25.36684289,1
293,-49.29657554,-25.36684074,1
294,-49.29643453,-25.36681822,1
295,-49.29632833,-25.36678872,1
296,-49.29623498,-25.36675386,1
297,-49.29615401,-25.3667163,1
298,-49.29605481,-25.36665948,1
299,-49.29596365,-25.36659886,1
300,-49.29585715,-25.3665184,1
301,-49.29577357,-25.3664486,1
302,-49.29565564,-25.36634446,1
303,-49.29551668,-25.36619931,1
304,-49.2954293,-25.36611194,1
305,-49.29531472,-25.3660413,1
306,-49.29525348,-25.36600738,1
307,-49.29522546,-25.36602149,1
308,-49.29518591,-25.36598601,1
309,-49.29503717,-25.36596303,1
310,-49.29488714,-25.36596132,1
311,-49.29471794,-25.36598469,1
312,-49.29463495,-25.36600129,1
313,-49.29448105,-25.36603997,1
314,-49.29434073,-25.36608816,1
315,-49.29421838,-25.36613474,1
316,-49.29405243,-25.3662081,1
317,-49.29383138,-25.36629046,1
318,-49.29364848,-25.36635165,1
319,-49.29346012,-25.36643759,1
320,-49.29335951,-25.36649886,1
321,-49.29322503,-25.36662669,1
322,-49.29308995,-25.36673752,1
323,-49.29295189,-25.36681804,1
324,-49.29281319,-25.36687554,1
325,-49.29269697,-25.36690043,1
326,-49.29220475,-25.36704102,1
327,-49.29217768,-25.36706459,1
328,-49.29212888,-25.36676546,1
329,-49.29213774,-25.36607497,1
330,-49.29152764,-25.36542048,1
331,-49.29150072,-25.36490048,1
332,-49.29115061,-25.36429899,1
333,-49.29051733,-25.36316799,1
334,-49.29003898,-25.36313675,1
335,-49.28972032,-25.36310362,1
336,-49.28946416,-25.3634404,1
337,-49.28932469,-25.3636246,1
338,-49.28927105,-25.36369246,1
339,-49.28916376,-25.3639833,1
340,-49.28897064,-25.36420627,1
341,-49.28841274,-25.36500123,1
342,-49.28820889,-25.36530176,1
343,-49.28812306,-25.36548596,1
344,-49.28796213,-25.3655829,1
345,-49.28784411,-25.36570893,1
346,-49.28768318,-25.36582526,1
347,-49.28753297,-25.3659319,1
348,-49.28737204,-25.36598037,1
349,-49.28722184,-25.36606762,1
350,-49.28705018,-25.36614518,1
351,-49.28688924,-25.36626151,1
352,-49.28670685,-25.36630999,1
353,-49.28656738,-25.36635846,1
354,-49.28640645,-25.36633907,1
355,-49.28624551,-25.36630029,1
356,-49.28606312,-25.36626151,1
357,-49.28590219,-25.36615487,1
358,-49.28575199,-25.3661064,1
359,-49.28560178,-25.36604824,1
360,-49.28548377,-25.36602885,1
361,-49.28538721,-25.36600946,1
362,-49.28522627,-25.36595129,1
363,-49.28509753,-25.36588343,1
364,-49.28500097,-25.36577679,1
365,-49.28492587,-25.36567985,1
366,-49.28485077,-25.36556351,1
367,-49.28475421,-25.36542779,1
368,-49.28463619,-25.36530176,1
369,-49.2845289,-25.36517573,1
370,-49.2844538,-25.3650497,1
371,-49.28435724,-25.36494306,1
372,-49.28428214,-25.36483642,1
373,-49.28420704,-25.36474917,1
374,-49.28411048,-25.36464253,1
375,-49.28401392,-25.36450681,1
376,-49.28398173,-25.36440017,1
377,-49.28393881,-25.36427414,1
378,-49.28388517,-25.36412872,1
379,-49.28388517,-25.36400269,1
380,-49.28385298,-25.36387666,1
381,-49.2838208,-25.36371185,1
382,-49.28383153,-25.36354704,1
383,-49.28383153,-25.36338223,1
384,-49.28379934,-25.36323681,1
385,-49.28377788,-25.36309139,1
386,-49.2837769,-25.36307805,1
387,-49.28376715,-25.36294597,1
388,-49.2837769,-25.36282268,1
389,-49.28377788,-25.36281024,1
390,-49.28377788,-25.3627036,1
391,-49.28378861,-25.36262604,1
392,-49.28377788,-25.3625097,1
393,-49.28368132,-25.36245154,1
394,-49.28352039,-25.36239337,1
395,-49.28346916,-25.36239337,1
396,-49.28332727,-25.36239337,1
397,-49.28314953,-25.36236935,1
398,-49.28278129,-25.36189266,1
399,-49.28267544,-25.36175564,1
400,-49.28226304,-25.36149387,1
401,-49.28214134,-25.36143731,1
402,-49.28188753,-25.36131937,1
403,-49.28138328,-25.36104791,1
404,-49.28122524,-25.36087654,1
405,-49.28106141,-25.3606989,1
406,-49.28057861,-25.36052439,1
407,-49.28034107,-25.36055179,1
408,-49.28007436,-25.36058256,1
409,-49.27960229,-25.36057286,1
410,-49.27911949,-25.36075706,1
411,-49.27870107,-25.36072798,1
412,-49.27765296,-25.3609343,1
413,-49.27712725,-25.36059498,1
414,-49.27697704,-25.36049803,1
415,-49.27681611,-25.36037684,1
416,-49.27632258,-25.36008115,1
417,-49.2761992,-25.36002298,1
418,-49.27507268,-25.35937826,1
419,-49.27442895,-25.35934433,1
420,-49.27400516,-25.35875293,1
421,-49.27360282,-25.35871415,1
422,-49.2730705,-25.35836998,1
423,-49.27300467,-25.35837455,1
424,-49.27300155,-25.35837198,1
425,-49.2729127,-25.35829854,1
426,-49.27284378,-25.35838574,1
427,-49.27279155,-25.35838937,1
428,-49.27277041,-25.35841944,1
429,-49.2723955,-25.35895286,1
430,-49.27183982,-25.35965584,1
431,-49.27076694,-25.3601212,1
432,-49.2692649,-25.35950072,1
433,-49.26920606,-25.3595787,1
434,-49.26910308,-25.35955333,1
435,-49.26952879,-25.35758713,1
436,-49.2696629,-25.35689078,1
437,-49.269738,-25.35684715,1
438,-49.2698131,-25.35677928,1
439,-49.26990966,-25.35670172,1
440,-49.27004914,-25.35655144,1
441,-49.27011888,-25.35646904,1
442,-49.27018325,-25.35637208,1
443,-49.27025317,-25.35631261,1
444,-49.27025872,-25.35630789,1
445,-49.27039333,-25.3562526,1
446,-49.27069956,-25.35612681,1
447,-49.27070896,-25.35612485,1
448,-49.27072341,-25.35611702,1
449,-49.27090328,-25.35604314,1
450,-49.27173386,-25.35571597,1
451,-49.27176039,-25.3557225,1
452,-49.27182476,-25.35572735,1
453,-49.2718945,-25.35573704,1
454,-49.27196226,-25.35573704,1
455,-49.2719696,-25.35573704,1
456,-49.27197759,-25.35573201,1
457,-49.27214408,-25.35567729,1
458,-49.27317776,-25.35467647,1
459,-49.2731833,-25.35464147,1
460,-49.27336032,-25.35448634,1
461,-49.27344616,-25.35433122,1
462,-49.27350516,-25.35416155,1
463,-49.27359636,-25.3540549,1
464,-49.27365537,-25.35392401,1
465,-49.27367683,-25.35378827,1
466,-49.27372387,-25.35363755,1
467,-49.27503449,-25.35293061,1
468,-49.27541536,-25.35262763,1
469,-49.27599472,-25.35233919,1
470,-49.27624953,-25.35199984,1
471,-49.27683693,-25.35173321,1
472,-49.27738679,-25.35156354,1
473,-49.2778964,-25.35172836,1
474,-49.27816999,-25.35198045,1
475,-49.27820352,-25.35228101,1
476,-49.2784134,-25.35243645,1
477,-49.27875136,-25.35227162,1
478,-49.27911077,-25.35231525,1
479,-49.27928244,-25.35251401,1
480,-49.27952384,-25.35274185,1
481,-49.27980815,-25.35296485,1
482,-49.28004955,-25.35317815,1
483,-49.28021312,-25.3532767,1
484,-49.28032313,-25.35334298,1
485,-49.28051089,-25.35347387,1
486,-49.28070863,-25.35353724,1
487,-49.28070776,-25.35352935,1
488,-49.28066567,-25.3531475,1
489,-49.28068613,-25.3530182,1
490,-49.28070045,-25.35289778,1
491,-49.28073388,-25.35276636,1
492,-49.28076049,-25.35269274,1
493,-49.2808004,-25.35260799,1
494,-49.28085573,-25.35253014,1
495,-49.28092788,-25.35247061,1
496,-49.28099932,-25.35242651,1
497,-49.2810743,-25.35239567,1
498,-49.28115134,-25.35237815,1
499,-49.28124309,-25.35237394,1
500,-49.28138245,-25.35237814,1
501,-49.28158627,-25.35238375,1
502,-49.28181673,-25.35238941,1
503,-49.28199612,-25.352388,1
504,-49.28218112,-25.35238029,1
505,-49.28236814,-25.35236836,1
506,-49.28263148,-25.35234303,1
507,-49.28278271,-25.35234086,1
508,-49.28286777,-25.35234254,1
509,-49.28298595,-25.35235469,1
510,-49.28310307,-25.35237566,1
511,-49.28324771,-25.35240667,1
512,-49.28339266,-25.35243848,1
513,-49.28345591,-25.35246759,1
514,-49.28347774,-25.3524581,1
515,-49.28375897,-25.35264552,1
516,-49.28392722,-25.35278766,1
517,-49.2839831,-25.35280163,1
518,-49.28437774,-25.35307274,1
519,-49.28465616,-25.3532443,1
520,-49.28492325,-25.35338624,1
521,-49.28521726,-25.35351989,1
522,-49.28554908,-25.35364221,1
523,-49.28588514,-25.35375464,1
524,-49.28625913,-25.35383758,1
525,-49.28665828,-25.35390087,1
526,-49.2870378,-25.35393886,1
527,-49.28734442,-25.35394031,1
528,-49.28763558,-25.3539333,1
529,-49.28803916,-25.3539249,1
530,-49.28852007,-25.3539081,1
531,-49.28899114,-25.353887,1
532,-49.28948606,-25.35386743,1
533,-49.28991349,-25.353845,1
534,-49.29035787,-25.35382115,1
535,-49.29103182,-25.35384229,1
536,-49.29093526,-25.35370656,1
537,-49.29086016,-25.35362899,1
538,-49.29080545,-25.35360427,1
539,-49.29079266,-25.35358577,1
540,-49.29078506,-25.35355143,1
541,-49.29074765,-25.3535207,1
542,-49.29028175,-25.35284706,1
543,-49.29027665,-25.35284453,1
544,-49.28980776,-25.3526139,1
545,-49.28950687,-25.35247516,1
546,-49.28976759,-25.35199404,1
547,-49.28988058,-25.35108971,1
548,-49.28985384,-25.34993435,1
549,-49.28984411,-25.34964363,1
550,-49.28983776,-25.34937279,1
551,-49.2898476,-25.34928563,1
552,-49.28982052,-25.34927199,1
553,-49.28972823,-25.34910642,1
554,-49.2897239,-25.34899841,1
555,-49.28975411,-25.34876456,1
556,-49.2897869,-25.34851944,1
557,-49.28981452,-25.34820874,1
558,-49.28983522,-25.34800499,1
559,-49.2898768,-25.34751883,1
560,-49.29013758,-25.34726702,1
561,-49.2901451,-25.34725976,1
562,-49.29023374,-25.34701013,1
563,-49.29023335,-25.34688091,1
564,-49.29012667,-25.34674921,1
565,-49.29011805,-25.34673856,1
566,-49.29008146,-25.3466837,1
567,-49.29006756,-25.34665654,1
568,-49.29006063,-25.34662129,1
569,-49.29006632,-25.34655996,1
570,-49.29009404,-25.34641631,1
571,-49.290098,-25.34628136,1
572,-49.29010536,-25.34607907,1
573,-49.29011038,-25.34598113,1
574,-49.29011047,-25.34598053,1
575,-49.29012244,-25.34589525,1
576,-49.29014403,-25.34583494,1
577,-49.29016365,-25.34579259,1
578,-49.29023923,-25.34568501,1
579,-49.29025425,-25.34565357,1
580,-49.29024136,-25.34563494,1
581,-49.29015555,-25.34559849,1
582,-49.29015166,-25.34557758,1
583,-49.29011756,-25.34555425,1
584,-49.29010143,-25.34555192,1
585,-49.29003312,-25.34554208,1
586,-49.28996166,-25.34552666,1
587,-49.28996416,-25.34546495,1
588,-49.28993559,-25.34492327,1
589,-49.2897641,-25.34468525,1
590,-49.289949,-25.34430564,1
591,-49.29028948,-25.34426417,1
592,-49.29099645,-25.34416435,1
593,-49.29167218,-25.34400953,1
594,-49.29200506,-25.34375081,1
595,-49.29230095,-25.34386169,1
596,-49.29280161,-25.34403405,1
597,-49.29329284,-25.34380305,1
598,-49.29364091,-25.34325768,1
599,-49.29414177,-25.34281493,1
600,-49.29464126,-25.34280111,1
601,-49.29481889,-25.3427962,1
602,-49.29489455,-25.34272815,1
603,-49.29511269,-25.34251355,1
604,-49.2952498,-25.3423778,1
605,-49.29532233,-25.34230896,1
606,-49.29533148,-25.34227554,1
607,-49.29536414,-25.34226619,1
608,-49.29539902,-25.34222801,1
609,-49.29557013,-25.34205152,1
610,-49.29562587,-25.34198866,1
611,-49.29575926,-25.34184929,1
612,-49.2958618,-25.34173676,1
613,-49.29592943,-25.34166254,1
614,-49.29607106,-25.3415103,1
615,-49.29621028,-25.34136079,1
616,-49.29644553,-25.34110229,1
617,-49.296448,-25.34107691,1
618,-49.29648691,-25.34104264,1
619,-49.29657486,-25.3409598,1
620,-49.29671494,-25.3408282,1
621,-49.29687656,-25.34067601,1
622,-49.2970284,-25.34053123,1
623,-49.29715857,-25.34041425,1
624,-49.29725491,-25.34031794,1
625,-49.2973404,-25.34024937,1
626,-49.29739681,-25.34021549,1
627,-49.29746449,-25.34018305,1
628,-49.29755707,-25.34013932,1
629,-49.29760641,-25.34010828,1
630,-49.2976586,-25.34005326,1
631,-49.29784382,-25.33985669,1
632,-49.29800491,-25.33968484,1
633,-49.29806366,-25.33963357,1
634,-49.29808285,-25.33960058,1
635,-49.29812358,-25.33957977,1
636,-49.29822822,-25.33946555,1
637,-49.29839419,-25.33928523,1
638,-49.29857732,-25.33908398,1
639,-49.29875372,-25.3388942,1
640,-49.29894261,-25.33869432,1
641,-49.29896427,-25.33867139,1
642,-49.29897412,-25.33863377,1
643,-49.29897486,-25.33863095,1
644,-49.29901799,-25.33848702,1
645,-49.29896281,-25.33809456,1
646,-49.29944463,-25.3373696,1
647,-49.30024536,-25.33771099,1
648,-49.30077062,-25.33779641,1
649,-49.30120896,-25.33769835,1
650,-49.30180597,-25.33766581,1
651,-49.30223122,-25.33753506,1
652,-49.30242095,-25.33755468,1
653,-49.3026904,-25.33754174,1
654,-49.30307725,-25.33755172,1
655,-49.30415582,-25.33737722,1
656,-49.30431171,-25.337352,1
657,-49.30437735,-25.33737585,1
658,-49.30487388,-25.33737277,1
659,-49.30609697,-25.33795457,1
660,-49.30612903,-25.33793282,1
661,-49.30623358,-25.33798436,1
662,-49.30677002,-25.33792618,1
663,-49.3071348,-25.33800375,1
664,-49.30743521,-25.33808133,1
665,-49.30767124,-25.33802315,1
666,-49.30777853,-25.33802315,1
667,-49.30805748,-25.33804254,1
668,-49.30831497,-25.33802315,1
669,-49.30848663,-25.33808133,1
670,-49.30870121,-25.33806193,1
671,-49.30889433,-25.33810072,1
672,-49.30908745,-25.33808133,1
673,-49.30923765,-25.33808133,1
674,-49.30945223,-25.33810072,1
675,-49.30964535,-25.33800375,1
676,-49.30981701,-25.33796497,1
677,-49.30990284,-25.33800375,1
678,-49.31009596,-25.33800375,1
679,-49.31024616,-25.33806193,1
680,-49.31056803,-25.33810072,1
681,-49.31073969,-25.3381589,1
682,-49.31086843,-25.33827526,1
683,-49.31095426,-25.33829465,1
684,-49.31123321,-25.33846919,1
685,-49.31136196,-25.33858555,1
686,-49.31153362,-25.33856616,1
687,-49.31181257,-25.33858555,1
688,-49.31198423,-25.33862434,1
689,-49.31213444,-25.33856616,1
690,-49.31243484,-25.33854677,1
691,-49.31262796,-25.33854677,1
692,-49.31288546,-25.33856616,1
693,-49.31314295,-25.33858555,1
694,-49.31329315,-25.33864373,1
695,-49.31352919,-25.33870191,1
696,-49.31376522,-25.33870191,1
697,-49.31395834,-25.33868252,1
698,-49.31417292,-25.3387407,1
699,-49.31447332,-25.33877949,1
700,-49.31464498,-25.33876009,1
701,-49.31494539,-25.33881827,1
702,-49.31518143,-25.33893463,1
703,-49.315396,-25.33905099,1
704,-49.31558912,-25.33924493,1
705,-49.31582516,-25.33941946,1
706,-49.31593244,-25.33965218,1
707,-49.31610411,-25.33976854,1
708,-49.31634014,-25.34009822,1
709,-49.31657618,-25.34038912,1
710,-49.31658112,-25.34065712,1
711,-49.31659763,-25.3415527,1
712,-49.31601828,-25.34300715,1
713,-49.31578224,-25.34310411,1
714,-49.31548183,-25.34318169,1
715,-49.31531017,-25.34320108,1
716,-49.31500976,-25.34320108,1
717,-49.31481665,-25.34316229,1
718,-49.3145377,-25.34312351,1
719,-49.31432312,-25.34310411,1
720,-49.31402271,-25.34310411,1
721,-49.31376522,-25.3431429,1
722,-49.31355064,-25.3431429,1
723,-49.31331461,-25.34320108,1
724,-49.31304516,-25.34328753,1
725,-49.31306491,-25.34367819,1
726,-49.31306589,-25.34384979,1
727,-49.31304616,-25.34389228,1
728,-49.31298004,-25.34400182,1
729,-49.31290702,-25.34409065,1
730,-49.3128123,-25.34419825,1
731,-49.31273831,-25.34426338,1
732,-49.31264043,-25.34433556,1
733,-49.31241352,-25.34449928,1
734,-49.31231781,-25.3445693,1
735,-49.3122655,-25.34463052,1
736,-49.3121994,-25.34472528,1
737,-49.3121619,-25.34479439,1
738,-49.31212626,-25.3449132,1
739,-49.31206015,-25.34536111,1
740,-49.31199207,-25.34582881,1
741,-49.311921,-25.34626109,1
742,-49.31188054,-25.34649492,1
743,-49.3118618,-25.3466597,1
744,-49.31186083,-25.34676534,1
745,-49.31186583,-25.34690669,1
746,-49.31188951,-25.34714845,1
747,-49.31191415,-25.34737054,1
748,-49.31193394,-25.34753445,1
749,-49.31198621,-25.34780567,1
750,-49.31201382,-25.34796139,1
751,-49.3120089,-25.34806591,1
752,-49.31200102,-25.34814978,1
753,-49.31197731,-25.34824857,1
754,-49.31190914,-25.34840171,1
755,-49.31180452,-25.3485636,1
756,-49.31171186,-25.34868081,1
757,-49.31157849,-25.34881525,1
759,-49.23190355,-25.35785873,2
760,-49.23188949,-25.35784902,2
761,-49.23178124,-25.35783679,2
762,-49.23096935,-25.35769114,2
763,-49.23065253,-25.35762115,2
764,-49.23049341,-25.35758601,2
765,-49.23048655,-25.35758449,2
766,-49.23031489,-25.35740513,2
767,-49.23029146,-25.35740462,2
768,-49.22975833,-25.35739301,2
769,-49.22953839,-25.3575142,2
770,-49.22861839,-25.35735787,2
771,-49.22803099,-25.35720759,2
772,-49.22837431,-25.35604416,2
773,-49.23013384,-25.3549389,2
774,-49.23326666,-25.35362032,2
775,-49.23438246,-25.35321311,2
776,-49.23631973,-25.35350133,2
777,-49.2364914,-25.35326864,2
778,-49.23662014,-25.35311351,2
